author_id,work_id,book,testament_group,osis_ref,passage
gregory_thau,writings,Isa,old_testament_or_other,Bible:Isa.56.3,Isa. lvi. 3
gregory_thau,writings,Num,old_testament_or_other,Bible:Num.1,Num. 1
gregory_thau,writings,Num,old_testament_or_other,Bible:Num.2,Num. 2
gregory_thau,writings,Num,old_testament_or_other,Bible:Num.4,Num. 4
gregory_thau,writings,Num,old_testament_or_other,Bible:Num.3 Bible:Num.5,"Num.
3, 5"
gregory_thau,writings,Jer,old_testament_or_other,Bible:Jer.12.1,"chap. xii.
1"
gregory_thau,writings,Job,old_testament_or_other,Bible:Job.20.20,Job xx. 20
gregory_thau,writings,Job,old_testament_or_other,Bible:Job.1.21 Bible:1Tim.6.7,"Job i. 21; 1 Tim. vi.
7"
gregory_thau,writings,Prov,old_testament_or_other,Bible:Prov.22.1,"Prov. xxii.
1"
gregory_thau,writings,1Kgs,old_testament_or_other,Bible:1Kgs.8.46 Bible:2Chr.6.36 Bible:Prov.20.9 Bible:1John.1.8,"1 Kings viii. 46; 2 Chron. vi.
36; Prov. xx. 9; 1 John i. 8"
gregory_thau,writings,1Cor,new_testament,Bible:1Cor.6.13,1 Cor. vi. 13
gregory_thau,writings,Matt,new_testament,Bible:Matt.15.11,Matt. xv. 11
gregory_thau,writings,Deut,old_testament_or_other,Bible:Deut.22.26-Deut.22.27,"Deut. xxii. 26, 27"
gregory_thau,writings,Gen,old_testament_or_other,Bible:Gen.18.23 Bible:Gen.18.25,"Gen. xviii. 23, 25"
gregory_thau,writings,Eph,new_testament,Bible:Eph.5.5-Eph.5.13,Eph. v. 5–13
gregory_thau,writings,Josh,old_testament_or_other,Bible:Josh.7,Josh. vii
gregory_thau,writings,Deut,old_testament_or_other,Bible:Deut.22.1-Deut.22.3,"Deut. xxii.
1–3"
gregory_thau,writings,Exod,old_testament_or_other,Bible:Exod.23.4,Ex. xxiii. 4
gregory_thau,writings,Luke,new_testament,Bible:Luke.21.2,Luke xxi. 2
gregory_thau,writings,Gen,old_testament_or_other,Bible:Gen.48.15,Gen. xlviii. 15
gregory_thau,writings,1Sam,old_testament_or_other,Bible:1Sam.18.1,1 Sam. xviii. 1
gregory_thau,writings,Col,new_testament,Bible:Col.2.8,Col. ii. 8
gregory_thau,writings,Isa,old_testament_or_other,Bible:Isa.22.22 Bible:Rev.3.7,"Isa. xxii. 22; Rev. iii.
7"
gregory_thau,writings,Eph,new_testament,Bible:Eph.3.8-Eph.3.9,"Eph iii. 8,
9"
gregory_thau,writings,Ps,old_testament_or_other,Bible:Ps.17,Ps. xvii
gregory_thau,writings,Ps,old_testament_or_other,Bible:Ps.37,Ps. cxxxvii
gregory_thau,writings,2Kgs,old_testament_or_other,Bible:2Kgs.24 Bible:2Kgs.25,2 Kings xxiv.; xxv
gregory_thau,dubious_writings,1Cor,new_testament,Bible:1Cor.8.6,1 Cor. viii. 6
gregory_thau,dubious_writings,John,new_testament,Bible:John.1.1,John i. 1
gregory_thau,dubious_writings,1Cor,new_testament,Bible:1Cor.3.6,1 Cor. iii. 6
gregory_thau,dubious_writings,John,new_testament,Bible:John.4.24,John iv. 24
gregory_thau,dubious_writings,Ps,old_testament_or_other,Bible:Ps.33.6,Ps. xxxiii. 6
gregory_thau,dubious_writings,Gen,old_testament_or_other,Bible:Gen.1.2,Gen. i. 2
gregory_thau,dubious_writings,Rom,new_testament,Bible:Rom.8.9,Rom. viii. 9
gregory_thau,dubious_writings,Rom,new_testament,Bible:Rom.8.11,Rom. viii. 11
gregory_thau,dubious_writings,Rom,new_testament,Bible:Rom.8.14-Rom.8.15,"Rom. viii. 14, 15"
gregory_thau,dubious_writings,Rom,new_testament,Bible:Rom.9.1,Rom. ix. 1
gregory_thau,dubious_writings,Rom,new_testament,Bible:Rom.15.13,Rom. xv. 13
gregory_thau,dubious_writings,2Cor,new_testament,Bible:2Cor.10.13-2Cor.10.16,2 Cor. x. 13–16
gregory_thau,dubious_writings,Rom,new_testament,Bible:Rom.15.20,Rom. xv. 20
gregory_thau,dubious_writings,Acts,new_testament,Bible:Acts.13.2-Acts.13.3,"Acts xiii.
2, 3"
gregory_thau,dubious_writings,Gal,new_testament,Bible:Gal.2.8-Gal.2.9,"Gal. ii. 8, 9"
gregory_thau,dubious_writings,Rom,new_testament,Bible:Rom.15.15-Rom.15.19,"Rom. xv.
15–19"
gregory_thau,dubious_writings,Rom,new_testament,Bible:Rom.15.30,Rom. xv. 30
gregory_thau,dubious_writings,1Cor,new_testament,Bible:1Cor.2.4-1Cor.2.5,"1 Cor. ii. 4, 5"
gregory_thau,dubious_writings,1Cor,new_testament,Bible:1Cor.2.9-1Cor.2.11,"1 Cor. ii.
9–11"
gregory_thau,dubious_writings,1Cor,new_testament,Bible:1Cor.2.14,1 Cor. ii. 14
gregory_thau,dubious_writings,Matt,new_testament,Bible:Matt.28.19,Matt. xxviii. 19
gregory_thau,dubious_writings,2Cor,new_testament,Bible:2Cor.13.13,2 Cor. xiii. 13
gregory_thau,dubious_writings,2Cor,new_testament,Bible:2Cor.1.21-2Cor.1.22,"2 Cor. i. 21, 22"
gregory_thau,dubious_writings,2Cor,new_testament,Bible:2Cor.3.15-2Cor.3.18,"2 Cor. iii.
15–18"
gregory_thau,dubious_writings,2Cor,new_testament,Bible:2Cor.5.4-2Cor.5.5,"2 Cor. v. 4, 5"
gregory_thau,dubious_writings,2Cor,new_testament,Bible:2Cor.6.4,2 Cor. vi. 4
gregory_thau,dubious_writings,2Cor,new_testament,Bible:2Cor.6.6-2Cor.6.7,"2 Cor. vi. 6, 7"
