author_id,book,count
alexander_alexandria,John,12
alexander_alexandria,Ps,7
alexander_alexandria,Isa,3
alexander_alexandria,Gen,3
alexander_alexandria,Heb,3
alexander_alexandria,Sir,2
alexander_alexandria,Matt,2
alexander_alexandria,Prov,2
alexander_alexandria,2Cor,2
alexander_alexandria,1Tim,2
alexander_alexandria,2Tim,2
alexander_alexandria,1Cor,1
alexander_alexandria,Col,1
alexander_alexandria,Rom,1
alexander_alexandria,Gal,1
alexander_alexandria,Mal,1
alexander_alexandria,Luke,1
alexander_alexandria,2John,1
alexander_alexandria,Jonah,1
alexander_capp,Acts,1
alexander_capp,1Cor,1
alexander_lyc,Gen,2
alexander_lyc,Ps,1
anatolius,Exod,2
anatolius,Matt,2
anatolius,Luke,1
anatolius,Lev,1
anatolius,Wis,1
archelaus,Matt,62
archelaus,1Cor,24
archelaus,John,20
archelaus,Rom,14
archelaus,Luke,13
archelaus,Exod,13
archelaus,2Cor,12
archelaus,Gal,7
archelaus,Mark,7
archelaus,Acts,7
archelaus,Deut,6
archelaus,Phil,5
archelaus,Heb,4
archelaus,1Tim,4
archelaus,Eph,4
archelaus,Gen,4
archelaus,2Tim,4
archelaus,Ps,3
archelaus,Col,3
archelaus,Isa,2
archelaus,Job,2
archelaus,Ezek,1
archelaus,1John,1
archelaus,2Pet,1
archelaus,Wis,1
archelaus,Num,1
archelaus,1Thess,1
archelaus,Prov,1
archelaus,Lam,1
archelaus,1Sam,1
archelaus,Dan,1
arnobius,John,8
arnobius,1Cor,2
arnobius,Matt,2
arnobius,Ps,2
arnobius,Rev,2
arnobius,Rom,2
arnobius,Luke,1
arnobius,Col,1
arnobius,1Kgs,1
arnobius,1Tim,1
arnobius,Isa,1
arnobius,Mark,1
arnobius,1Pet,1
arnobius,Exod,1
arnobius,Lev,1
arnobius,2Tim,1
dionysius,Eccl,31
dionysius,Ps,14
dionysius,Luke,13
dionysius,John,11
dionysius,Matt,7
dionysius,1Cor,6
dionysius,Isa,5
dionysius,Rev,4
dionysius,1John,4
dionysius,Acts,4
dionysius,Gen,3
dionysius,Prov,3
dionysius,Rom,3
dionysius,Job,2
dionysius,Sir,2
dionysius,Jer,2
dionysius,Mark,2
dionysius,2Cor,2
dionysius,Jas,2
dionysius,Ezek,2
dionysius,1Pet,1
dionysius,Amos,1
dionysius,Wis,1
dionysius,1Tim,1
dionysius,Num,1
dionysius,Heb,1
dionysius,1Thess,1
dionysius,Deut,1
dionysius,Tob,1
dionysius,Exod,1
dionysius,1Kgs,1
dionysius,Eph,1
dionysius,2Sam,1
dionysius,Titus,1
gregory_thau,John,25
gregory_thau,Matt,18
gregory_thau,Luke,17
gregory_thau,1Cor,15
gregory_thau,Ps,15
gregory_thau,Isa,11
gregory_thau,Rom,10
gregory_thau,2Cor,9
gregory_thau,Gen,5
gregory_thau,Num,4
gregory_thau,Eph,3
gregory_thau,Exod,3
gregory_thau,Acts,3
gregory_thau,Heb,3
gregory_thau,Jer,2
gregory_thau,Job,2
gregory_thau,Deut,2
gregory_thau,Gal,2
gregory_thau,Prov,1
gregory_thau,1Kgs,1
gregory_thau,Josh,1
gregory_thau,1Sam,1
gregory_thau,Col,1
gregory_thau,2Kgs,1
gregory_thau,2Tim,1
gregory_thau,Mal,1
gregory_thau,Bar,1
gregory_thau,1Thess,1
gregory_thau,Ezek,1
gregory_thau,Amos,1
juliusafricanus,Exod,3
juliusafricanus,Dan,3
juliusafricanus,Matt,2
juliusafricanus,Heb,1
juliusafricanus,1Cor,1
juliusafricanus,Luke,1
malchion,1Tim,1
malchion,Prov,1
malchion,Sir,1
methodius,Ps,48
methodius,Isa,35
methodius,Matt,32
methodius,1Cor,32
methodius,Gen,31
methodius,John,26
methodius,Luke,22
methodius,Rom,21
methodius,Exod,17
methodius,2Cor,15
methodius,Jer,13
methodius,Wis,13
methodius,Eph,12
methodius,Rev,10
methodius,Heb,10
methodius,Sir,9
methodius,Song,8
