book,count
Matt,149
John,112
Ps,91
1Cor,87
Luke,75
Isa,63
Rom,56
Gen,52
Exod,44
2Cor,43
Eccl,32
Acts,25
Eph,24
Heb,24
1Tim,19
Jer,18
Gal,16
Rev,16
Wis,16
Prov,15
Deut,15
Sir,15
Phil,15
Mark,14
Num,12
Job,11
Col,10
1John,9
Lev,9
2Tim,8
Ezek,8
Dan,8
Song,8
1Thess,7
1Pet,6
2Sam,6
1Kgs,5
Jas,5
Titus,5
1Sam,4
2Kgs,4
Amos,4
Mal,3
Bar,3
Judg,3
Joel,3
Zech,3
Hab,3
Josh,2
Lam,2
Tob,1
2Pet,1
2Macc,1
2John,1
Jonah,1
Mic,1
